fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time
Modestas Bukauskas,Paul Craig,"September 06, 2025","Paris, Ile-de-France, France",Marc Goddard,0,0,22,6,0,0,0,0,win,Modestas Bukauskas,Light Heavyweight,KO/TKO Elbow,1,5:00
Mason Jones,Bolaji Oki,"September 06, 2025","Paris, Ile-de-France, France",Rich Mitchell,1,1,57,38,2,0,1,0,win,Mason Jones,Lightweight,KO/TKO Elbows,2,3:18
Axel Sola,Rhys McKee,"September 06, 2025","Paris, Ile-de-France, France",Herb Dean,1,0,45,33,1,0,0,0,win,Axel Sola,Welterweight,KO/TKO Punch,3,2:02
William Gomis,Robert Ruchala,"September 06, 2025","Paris, Ile-de-France, France",Lukasz Bosacki,0,0,49,34,2,2,0,0,win,William Gomis,Featherweight,U-DEC,3,5:00
Oumar Sy,Brendson Ribeiro,"September 06, 2025","Paris, Ile-de-France, France",Patricio Carlos,0,0,17,5,2,0,0,0,win,Oumar Sy,Light Heavyweight,KO/TKO Punches,1,4:42
Ante Delija,Marcin Tybura,"September 06, 2025","Paris, Ile-de-France, France",Marc Goddard,1,0,13,4,0,0,0,0,win,Ante Delija,Heavyweight,KO/TKO Punches,1,2:03
Kaue Fernandes,Harry Hardwick,"September 06, 2025","Paris, Ile-de-France, France",Herb Dean,1,0,24,8,0,0,0,0,win,Kaue Fernandes,Lightweight,KO/TKO Kick,1,3:21
Sam Patterson,Trey Waters,"September 06, 2025","Paris, Ile-de-France, France",Rich Mitchell,0,0,25,18,0,0,0,0,win,Sam Patterson,Welterweight,KO/TKO Punches,1,3:01
Robert Bryczek,Brad Tavares,"September 06, 2025","Paris, Ile-de-France, France",Lukasz Bosacki,1,0,68,42,1,1,0,0,win,Robert Bryczek,Middleweight,KO/TKO Punches,3,1:43
Rinat Fakhretdinov,Andreas Gustafsson,"September 06, 2025","Paris, Ile-de-France, France",Patricio Carlos,0,0,23,5,0,0,0,0,win,Rinat Fakhretdinov,Welterweight,KO/TKO Punches,1,0:54
Sam Hughes,Shauna Bannon,"September 06, 2025","Paris, Ile-de-France, France",Lukasz Bosacki,0,0,21,13,2,0,1,0,win,Sam Hughes,Women's Strawweight,SUB Rear Naked Choke,2,1:58
Johnny Walker,Zhang Mingyang,"August 23, 2025","Shanghai, Hebei, China",Marc Goddard,1,0,50,20,0,0,0,0,win,Johnny Walker,Light Heavyweight,KO/TKO Punches,2,2:37
Aljamain Sterling,Brian Ortega,"August 23, 2025","Shanghai, Hebei, China",Herb Dean,0,0,124,55,3,0,0,0,win,Aljamain Sterling,Catch Weight,U-DEC,5,5:00
Sergei Pavlovich,Waldo Cortes Acosta,"August 23, 2025","Shanghai, Hebei, China",Marc Goddard,0,0,61,45,0,0,0,0,win,Sergei Pavlovich,Heavyweight,U-DEC,3,5:00
Sumudaerji,Kevin Borjas,"August 23, 2025","Shanghai, Hebei, China",Vitor Ribeiro,0,0,73,16,0,0,0,0,win,Sumudaerji,Flyweight,U-DEC,3,5:00
Taiyilake Nueraji,Kiefer Crosbie,"August 23, 2025","Shanghai, Hebei, China",Marc Goddard,0,0,27,2,1,0,0,0,win,Taiyilake Nueraji,Welterweight,KO/TKO Elbows,1,3:33
Gauge Young,Maheshate,"August 23, 2025","Shanghai, Hebei, China",Herb Dean,0,0,112,66,3,0,0,0,win,Gauge Young,Lightweight,U-DEC,3,5:00
Charles Johnson,Lone'er Kavanagh,"August 23, 2025","Shanghai, Hebei, China",Jim Perdios,1,0,44,59,1,1,0,1,win,Charles Johnson,Flyweight,KO/TKO Punch,2,4:35
Rongzhu,Austin Hubbard,"August 23, 2025","Shanghai, Hebei, China",Vitor Ribeiro,0,0,101,75,0,2,0,0,win,Rongzhu,Lightweight,U-DEC,3,5:00
Kyle Daukaus,Michel Pereira,"August 23, 2025","Shanghai, Hebei, China",Marc Goddard,1,0,5,2,0,0,0,0,win,Kyle Daukaus,Middleweight,KO/TKO Elbows,1,0:43
Yizha,Westin Wilson,"August 23, 2025","Shanghai, Hebei, China",Herb Dean,2,0,13,0,0,0,0,0,win,Yizha,Featherweight,KO/TKO Punches,1,0:37
SuYoung You,Xiao Long,"August 23, 2025","Shanghai, Hebei, China",Jim Perdios,0,0,58,68,0,0,0,0,win,SuYoung You,Bantamweight,U-DEC,3,5:00
Uran Satybaldiev,Diyar Nurgozhay,"August 23, 2025","Shanghai, Hebei, China",Vitor Ribeiro,1,0,2,7,0,1,2,0,win,Uran Satybaldiev,Light Heavyweight,SUB Ezekiel Choke,1,2:45
Khamzat Chimaev,Dricus Du Plessis,"August 16, 2025","Chicago, Illinois, USA",Marc Goddard,0,0,37,13,12,1,0,1,win,Khamzat Chimaev,Middleweight,U-DEC,5,5:00
Lerone Murphy,Aaron Pico,"August 16, 2025","Chicago, Illinois, USA",Herb Dean,1,0,8,13,0,2,1,0,win,Lerone Murphy,Featherweight,KO/TKO Spinning Back Elbow,1,3:21
Carlos Prates,Geoff Neal,"August 16, 2025","Chicago, Illinois, USA",Jason Herzog,1,0,32,25,0,0,0,0,win,Carlos Prates,Welterweight,KO/TKO Spinning Back Elbow,1,4:59
Michael Page,Jared Cannonier,"August 16, 2025","Chicago, Illinois, USA",Marc Goddard,0,0,29,20,0,2,0,0,win,Michael Page,Middleweight,U-DEC,3,5:00
Tim Elliott,Kai Asakura,"August 16, 2025","Chicago, Illinois, USA",Robert Madrigal,0,0,27,21,2,0,2,0,win,Tim Elliott,Flyweight,SUB Guillotine Choke,2,4:39
Baisangur Susurkaev,Eric Nolan,"August 16, 2025","Chicago, Illinois, USA",Jason Herzog,0,0,36,22,2,0,1,0,win,Baisangur Susurkaev,Middleweight,SUB Rear Naked Choke,2,2:01
Michal Oleksiejczuk,Gerald Meerschaert,"August 16, 2025","Chicago, Illinois, USA",Herb Dean,1,0,23,3,0,0,0,0,win,Michal Oleksiejczuk,Middleweight,KO/TKO Punches,1,3:03
Loopy Godinez,Jessica Andrade,"August 16, 2025","Chicago, Illinois, USA",Nick Cimmarusti,0,0,107,90,1,0,0,0,win,Loopy Godinez,Women's Strawweight,U-DEC,3,5:00
Alexander Hernandez,Chase Hooper,"August 16, 2025","Chicago, Illinois, USA",Jason Herzog,1,0,17,20,0,0,0,0,win,Alexander Hernandez,Lightweight,KO/TKO Punch,1,4:58
Drakkar Klose,Edson Barboza,"August 16, 2025","Chicago, Illinois, USA",Marc Goddard,0,0,53,71,0,0,0,0,win,Drakkar Klose,Lightweight,U-DEC,3,5:00
Karine Silva,Dione Barbosa,"August 16, 2025","Chicago, Illinois, USA",Robert Madrigal,0,0,26,31,1,3,2,1,win,Karine Silva,Women's Flyweight,U-DEC,3,5:00
Joseph Morales,Alibi Idiris,"August 16, 2025","Chicago, Illinois, USA",Nick Cimmarusti,0,0,29,28,2,0,2,0,win,Joseph Morales,Flyweight,SUB Triangle Choke,2,3:04
Anthony Hernandez,Roman Dolidze,"August 09, 2025","Las Vegas, Nevada, USA",Herb Dean,0,0,91,36,9,0,1,0,win,Anthony Hernandez,Middleweight,SUB Rear Naked Choke,4,2:45
Steve Erceg,Ode Osbourne,"August 09, 2025","Las Vegas, Nevada, USA",Mark Smith,0,0,20,35,3,1,1,0,win,Steve Erceg,Bantamweight,U-DEC,3,5:00
Iasmin Lucindo,Angela Hill,"August 09, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,72,64,3,0,0,1,win,Iasmin Lucindo,Women's Strawweight,U-DEC,3,5:00
Andre Fili,Christian Rodriguez,"August 09, 2025","Las Vegas, Nevada, USA",Mike Beltran,0,0,64,83,3,1,0,0,win,Andre Fili,Featherweight,S-DEC,3,5:00
Jean Matsumoto,Miles Johns,"August 09, 2025","Las Vegas, Nevada, USA",Herb Dean,0,0,95,83,0,5,2,0,win,Jean Matsumoto,Bantamweight,S-DEC,3,5:00
Christian Leroy Duncan,Eryk Anders,"August 09, 2025","Las Vegas, Nevada, USA",Mark Smith,1,0,24,7,0,1,0,0,win,Christian Leroy Duncan,Middleweight,KO/TKO Punches,1,3:53
Julius Walker,Rafael Cerqueira,"August 09, 2025","Las Vegas, Nevada, USA",Mike Beltran,1,0,44,19,6,0,0,0,win,Julius Walker,Light Heavyweight,U-DEC,3,5:00
Elijah Smith,Toshiomi Kazama,"August 09, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,37,0,0,1,0,1,win,Elijah Smith,Bantamweight,KO/TKO Slam,1,4:10
Joselyne Edwards,Priscila Cachoeira,"August 09, 2025","Las Vegas, Nevada, USA",Herb Dean,1,0,26,18,0,0,0,0,win,Joselyne Edwards,Women's Bantamweight,KO/TKO Punch,1,2:24
Uros Medic,Gilbert Urbina,"August 09, 2025","Las Vegas, Nevada, USA",Mark Smith,1,1,5,5,0,0,0,0,win,Uros Medic,Welterweight,KO/TKO Punch,1,1:03
Gabriella Fernandes,Julija Stoliarenko,"August 09, 2025","Las Vegas, Nevada, USA",Mike Beltran,0,0,59,61,0,0,0,0,win,Gabriella Fernandes,Women's Flyweight,U-DEC,3,5:00
Eric McConico,Cody Brundage,"August 09, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,26,31,0,3,0,0,win,Eric McConico,Light Heavyweight,S-DEC,3,5:00
Tatsuro Taira,HyunSung Park,"August 02, 2025","Las Vegas, Nevada, USA",Mark Smith,1,0,7,3,4,0,1,0,win,Tatsuro Taira,Flyweight,SUB Neck Crank,2,1:06
Chris Duncan,Mateusz Rebecki,"August 02, 2025","Las Vegas, Nevada, USA",Kerry Hatley,0,0,92,114,0,2,0,0,win,Chris Duncan,Lightweight,U-DEC,3,5:00
Esteban Ribovics,Elves Brener,"August 02, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,122,118,0,0,0,0,win,Esteban Ribovics,Lightweight,U-DEC,3,5:00
Karol Rosa,Nora Cornolle,"August 02, 2025","Las Vegas, Nevada, USA",Kerry Hatley,0,0,33,27,2,0,2,0,win,Karol Rosa,Women's Bantamweight,U-DEC,3,5:00
Neil Magny,Elizeu Zaleski dos Santos,"August 02, 2025","Las Vegas, Nevada, USA",Mark Smith,0,0,42,20,2,1,0,0,win,Neil Magny,Welterweight,KO/TKO Punches,2,4:39
Kevin Vallejos,Danny Silva,"August 02, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,90,69,2,1,0,0,win,Kevin Vallejos,Featherweight,U-DEC,3,5:00
Rinya Nakamura,Nathan Fletcher,"August 02, 2025","Las Vegas, Nevada, USA",Kerry Hatley,1,0,12,3,0,0,0,0,win,Rinya Nakamura,Bantamweight,KO/TKO Kick,1,1:02
Rodolfo Vieira,Tresean Gore,"August 02, 2025","Las Vegas, Nevada, USA",Mark Smith,0,0,89,41,1,0,0,0,win,Rodolfo Vieira,Middleweight,U-DEC,3,5:00
Andrey Pulyaev,Nick Klein,"August 02, 2025","Las Vegas, Nevada, USA",Chris Tognoni,1,0,23,10,0,4,0,1,win,Andrey Pulyaev,Middleweight,KO/TKO Kick,2,1:31
Austin Bashi,John Yannis,"August 02, 2025","Las Vegas, Nevada, USA",Mark Smith,0,0,2,0,1,0,1,0,win,Austin Bashi,Featherweight,SUB Rear Naked Choke,1,3:39
Rafael Estevam,Felipe Bunes,"August 02, 2025","Las Vegas, Nevada, USA",Kerry Hatley,0,0,33,26,5,0,0,2,win,Rafael Estevam,Flyweight,U-DEC,3,5:00
Piera Rodriguez,Ketlen Souza,"August 02, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,64,56,7,0,0,0,win,Piera Rodriguez,Women's Strawweight,S-DEC,3,5:00
Reinier de Ridder,Robert Whittaker,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,0,1,67,66,2,0,0,0,win,Reinier de Ridder,Middleweight,S-DEC,5,5:00
Petr Yan,Marcus McGhee,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,81,64,1,0,0,0,win,Petr Yan,Bantamweight,U-DEC,3,5:00
Shara Magomedov,Marc-Andre Barriault,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,93,39,0,2,0,0,win,Shara Magomedov,Middleweight,U-DEC,3,5:00
Asu Almabayev,Jose Ochoa,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,0,0,22,26,7,1,2,2,win,Asu Almabayev,Flyweight,U-DEC,3,5:00
Bogdan Guskov,Nikita Krylov,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,23,16,0,0,0,0,win,Bogdan Guskov,Light Heavyweight,KO/TKO Punches,1,4:18
Bryce Mitchell,Said Nurmagomedov,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,1,13,20,3,0,0,1,win,Bryce Mitchell,Bantamweight,U-DEC,3,5:00
Muslim Salikhov,Carlos Leal,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,1,0,3,5,0,0,0,0,win,Muslim Salikhov,Welterweight,KO/TKO Punch,1,0:42
Davey Grant,Da'Mon Blackshear,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,0,0,66,33,0,1,0,1,win,Davey Grant,Bantamweight,U-DEC,3,5:00
Tabatha Ricci,Amanda Ribas,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Daniel Movahedi,0,0,34,30,1,1,0,0,win,Tabatha Ricci,Women's Strawweight,KO/TKO Elbow,2,2:59
Billy Elekana,Ibo Aslan,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,35,28,0,0,0,0,win,Billy Elekana,Light Heavyweight,U-DEC,3,5:00
Steven Nguyen,Mohammad Yahya,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jason Herzog,6,0,92,57,0,0,0,0,win,Steven Nguyen,Featherweight,KO/TKO,2,5:00
Martin Buday,Marcus Buchecha,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jim Perdios,0,0,41,24,0,1,0,0,win,Martin Buday,Heavyweight,U-DEC,3,5:00
Max Holloway,Dustin Poirier,"July 19, 2025","New Orleans, Louisiana, USA",Jason Herzog,1,1,198,109,0,0,0,1,win,Max Holloway,Lightweight,U-DEC,5,5:00
Paulo Costa,Roman Kopylov,"July 19, 2025","New Orleans, Louisiana, USA",Herb Dean,1,0,99,48,0,0,0,0,win,Paulo Costa,Middleweight,U-DEC,3,5:00
Daniel Rodriguez,Kevin Holland,"July 19, 2025","New Orleans, Louisiana, USA",Mike Beltran,2,1,77,82,0,1,0,0,win,Daniel Rodriguez,Welterweight,U-DEC,3,5:00
Patricio Freire,Dan Ige,"July 19, 2025","New Orleans, Louisiana, USA",Dan Miragliotta,0,0,55,47,5,0,0,0,win,Patricio Freire,Featherweight,U-DEC,3,5:00
Michael Johnson,Daniel Zellhuber,"July 19, 2025","New Orleans, Louisiana, USA",Kerry Hatley,1,0,80,52,0,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,5:00
Vinicius Oliveira,Kyler Phillips,"July 19, 2025","New Orleans, Louisiana, USA",Chris Hill,1,0,96,49,1,0,0,0,win,Vinicius Oliveira,Bantamweight,U-DEC,3,5:00
Brendan Allen,Marvin Vettori,"July 19, 2025","New Orleans, Louisiana, USA",Bassel Mahgoub,0,0,111,109,3,0,0,0,win,Brendan Allen,Middleweight,U-DEC,3,5:00
Nikolay Veretennikov,Francisco Prado,"July 19, 2025","New Orleans, Louisiana, USA",Jason Herzog,0,0,56,47,2,3,0,1,win,Nikolay Veretennikov,Welterweight,S-DEC,3,5:00
Ateba Gautier,Robert Valentin,"July 19, 2025","New Orleans, Louisiana, USA",Herb Dean,1,0,19,2,0,0,0,0,win,Ateba Gautier,Middleweight,KO/TKO Punch,1,1:10
Islam Dulatov,Adam Fugitt,"July 19, 2025","New Orleans, Louisiana, USA",Mike Beltran,1,0,21,14,0,0,0,0,win,Islam Dulatov,Welterweight,KO/TKO Punch,1,4:06
Jimmy Crute,Marcin Prachnio,"July 19, 2025","New Orleans, Louisiana, USA",Dan Miragliotta,0,0,5,21,3,0,2,0,win,Jimmy Crute,Light Heavyweight,SUB Armbar,1,4:42
Ryan Spann,Lukasz Brzeski,"July 19, 2025","New Orleans, Louisiana, USA",Chris Hill,0,0,8,5,1,0,2,0,win,Ryan Spann,Heavyweight,SUB Guillotine Choke,1,2:47
Brunno Ferreira,Jackson McVey,"July 19, 2025","New Orleans, Louisiana, USA",Kerry Hatley,0,0,7,4,1,0,1,0,win,Brunno Ferreira,Middleweight,SUB Armbar,1,3:35
Carli Judice,Nicolle Caliari,"July 19, 2025","New Orleans, Louisiana, USA",Bassel Mahgoub,1,0,109,32,0,1,0,0,win,Carli Judice,Women's Flyweight,KO/TKO Knee,3,1:30
Derrick Lewis,Tallison Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Jason Herzog,1,0,9,3,0,0,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,0:35
Gabriel Bonfim,Stephen Thompson,"July 12, 2025","Nashville, Tennessee, USA",Blake Grice,0,0,40,42,5,0,0,0,win,Gabriel Bonfim,Welterweight,S-DEC,3,5:00
Steve Garcia,Calvin Kattar,"July 12, 2025","Nashville, Tennessee, USA",Jason Herzog,1,0,85,26,0,0,0,0,win,Steve Garcia,Featherweight,U-DEC,3,5:00
Morgan Charriere,Nate Landwehr,"July 12, 2025","Nashville, Tennessee, USA",Blake Grice,1,0,67,63,2,0,0,0,win,Morgan Charriere,Featherweight,KO/TKO Punch,3,0:27
Vitor Petrino,Austen Lane,"July 12, 2025","Nashville, Tennessee, USA",Jimmy Neely,0,0,3,3,1,0,2,0,win,Vitor Petrino,Heavyweight,SUB Rear Naked Choke,1,4:16
Tuco Tokkos,Junior Tafa,"July 12, 2025","Nashville, Tennessee, USA",Eric McMahon,0,0,11,24,5,0,1,0,win,Tuco Tokkos,Light Heavyweight,SUB Arm Triangle,2,4:25
Chris Curtis,Max Griffin,"July 12, 2025","Nashville, Tennessee, USA",Justin Brown,0,0,64,59,0,0,0,0,win,Chris Curtis,Welterweight,S-DEC,3,5:00
Jake Matthews,Chidi Njokuani,"July 12, 2025","Nashville, Tennessee, USA",Jimmy Neely,0,0,3,5,1,0,1,0,win,Jake Matthews,Welterweight,SUB Rear Naked Choke,1,1:09
Eduarda Moura,Lauren Murphy,"July 12, 2025","Nashville, Tennessee, USA",Blake Grice,0,0,64,38,2,2,0,2,win,Eduarda Moura,Women's Flyweight,U-DEC,3,5:00
Valter Walker,Kennedy Nzechukwu,"July 12, 2025","Nashville, Tennessee, USA",Eric McMahon,0,0,4,0,1,0,1,0,win,Valter Walker,Heavyweight,SUB Heel Hook,1,0:54
Mike Davis,Mitch Ramirez,"July 12, 2025","Nashville, Tennessee, USA",Justin Brown,1,0,47,51,1,0,2,0,win,Mike Davis,Lightweight,KO/TKO Punches,2,4:08
Fatima Kline,Melissa Martinez,"July 12, 2025","Nashville, Tennessee, USA",Jimmy Neely,1,0,92,44,0,0,0,0,win,Fatima Kline,Women's Strawweight,KO/TKO Kick,3,2:36
Ilia Topuria,Charles Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Marc Goddard,1,0,21,9,0,0,0,0,win,Ilia Topuria,Lightweight,KO/TKO Punch,1,2:27
Alexandre Pantoja,Kai Kara-France,"June 28, 2025","Las Vegas, Nevada, USA",Herb Dean,0,0,42,38,3,0,2,0,win,Alexandre Pantoja,Flyweight,SUB Rear Naked Choke,3,1:55
Joshua Van,Brandon Royval,"June 28, 2025","Las Vegas, Nevada, USA",Jason Herzog,1,0,204,215,0,0,0,0,win,Joshua Van,Flyweight,U-DEC,3,5:00
Beneil Dariush,Renato Moicano,"June 28, 2025","Las Vegas, Nevada, USA",Mark Smith,0,1,56,31,5,0,0,0,win,Beneil Dariush,Lightweight,U-DEC,3,5:00
Payton Talbott,Felipe Lima,"June 28, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,59,26,0,3,0,0,win,Payton Talbott,Bantamweight,U-DEC,3,5:00
Gregory Rodrigues,Jack Hermansson,"June 28, 2025","Las Vegas, Nevada, USA",Herb Dean,1,0,18,30,0,0,0,0,win,Gregory Rodrigues,Middleweight,KO/TKO Punch,1,4:21
Jose Delgado,Hyder Amil,"June 28, 2025","Las Vegas, Nevada, USA",Marc Goddard,1,0,9,3,0,0,0,0,win,Jose Delgado,Featherweight,KO/TKO Knee,1,0:26
Tracy Cortez,Viviane Araujo,"June 28, 2025","Las Vegas, Nevada, USA",Jason Herzog,0,0,65,22,3,0,1,0,win,Tracy Cortez,Women's Flyweight,U-DEC,3,5:00
Terrance McKinney,Viacheslav Borshchev,"June 28, 2025","Las Vegas, Nevada, USA",Chris Tognoni,0,0,1,2,1,0,2,0,win,Terrance McKinney,Lightweight,SUB Guillotine Choke,1,0:55
Jacobe Smith,Niko Price,"June 28, 2025","Las Vegas, Nevada, USA",Mark Smith,0,0,46,34,2,0,1,0,win,Jacobe Smith,Welterweight,SUB Rear Naked Choke,2,4:03
Jhonata Diniz,Alvin Hines,"June 28, 2025","Las Vegas, Nevada, USA",Herb Dean,0,0,112,82,0,1,0,0,win,Jhonata Diniz,Heavyweight,U-DEC,3,5:00
Khalil Rountree Jr.,Jamahal Hill,"June 21, 2025","Baku, Azerbaijan",Herb Dean,1,0,102,69,0,0,0,0,win,Khalil Rountree Jr.,Light Heavyweight,U-DEC,5,5:00
Rafael Fiziev,Ignacio Bahamondes,"June 21, 2025","Baku, Azerbaijan",Marc Goddard,0,0,62,50,4,0,0,0,win,Rafael Fiziev,Lightweight,U-DEC,3,5:00
Curtis Blaydes,Rizvan Kuniev,"June 21, 2025","Baku, Azerbaijan",Herb Dean,0,0,56,45,2,0,0,0,win,Curtis Blaydes,Heavyweight,S-DEC,3,5:00
Myktybek Orolbai,Tofiq Musayev,"June 21, 2025","Baku, Azerbaijan",Rich Mitchell,0,0,2,2,3,0,1,0,win,Myktybek Orolbai,Catch Weight,SUB Kimura,1,4:35
Nazim Sadykhov,Nikolas Motta,"June 21, 2025","Baku, Azerbaijan",Lukasz Bosacki,1,1,93,66,0,0,0,0,win,Nazim Sadykhov,Lightweight,KO/TKO Punches,2,4:17
Muhammad Naimov,Bogdan Grad,"June 21, 2025","Baku, Azerbaijan",Marc Goddard,0,0,18,31,1,3,1,0,win,Muhammad Naimov,Featherweight,U-DEC,3,5:00
Seokhyeon Ko,Oban Elliott,"June 21, 2025","Baku, Azerbaijan",Herb Dean,0,0,33,10,6,0,1,0,win,Seokhyeon Ko,Welterweight,U-DEC,3,5:00
JunYong Park,Ismail Naurdiev,"June 21, 2025","Baku, Azerbaijan",Lukasz Bosacki,0,0,45,76,2,1,1,0,win,JunYong Park,Middleweight,U-DEC,3,5:00
Daria Zhelezniakova,Melissa Mullins,"June 21, 2025","Baku, Azerbaijan",Rich Mitchell,0,0,99,64,0,3,0,0,win,Daria Zhelezniakova,Women's Bantamweight,U-DEC,3,5:00
Klaudia Sygula,Irina Alekseeva,"June 21, 2025","Baku, Azerbaijan",Lukasz Bosacki,0,0,101,63,1,0,0,0,win,Klaudia Sygula,Women's Bantamweight,U-DEC,3,5:00
Tagir Ulanbekov,Azat Maksum,"June 21, 2025","Baku, Azerbaijan",Rich Mitchell,0,0,68,62,0,3,1,0,win,Tagir Ulanbekov,Flyweight,U-DEC,3,5:00
Mohammed Usman,Hamdy Abdelwahab,"June 21, 2025","Baku, Azerbaijan",Marc Goddard,0,0,86,55,0,0,0,0,win,Mohammed Usman,Heavyweight,U-DEC,3,5:00
Kamaru Usman,Joaquin Buckley,"June 14, 2025","Atlanta, Georgia, USA",Mike Beltran,0,0,41,44,4,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,5,5:00
Rose Namajunas,Miranda Maverick,"June 14, 2025","Atlanta, Georgia, USA",Blake Grice,1,0,25,25,2,0,0,1,win,Rose Namajunas,Women's Flyweight,U-DEC,3,5:00
Edmen Shahbazyan,Andre Petroski,"June 14, 2025","Atlanta, Georgia, USA",Kevin MacDonald,1,0,53,34,0,2,0,0,win,Edmen Shahbazyan,Middleweight,U-DEC,3,5:00
Raoni Barcelos,Cody Garbrandt,"June 14, 2025","Atlanta, Georgia, USA",Mike Beltran,0,0,37,28,1,0,0,0,win,Raoni Barcelos,Bantamweight,U-DEC,3,5:00
Mansur Abdul-Malik,Cody Brundage,"June 14, 2025","Atlanta, Georgia, USA",Brent McKeehan,0,0,25,30,0,0,0,0,"draw


draw",Cody Brundage,Middleweight,Overturned,3,0:36
Alonzo Menifield,Oumar Sy,"June 14, 2025","Atlanta, Georgia, USA",Blake Grice,0,0,29,34,0,1,0,0,win,Alonzo Menifield,Light Heavyweight,U-DEC,3,5:00
Paul Craig,Rodolfo Bellato,"June 14, 2025","Atlanta, Georgia, USA",Kevin MacDonald,0,0,17,10,0,1,0,0,nc,-,Light Heavyweight,CNC,1,4:59
Michael Chiesa,Court McGee,"June 14, 2025","Atlanta, Georgia, USA",Mike Beltran,0,0,72,39,0,0,0,0,win,Michael Chiesa,Welterweight,U-DEC,3,5:00
Malcolm Wellmaker,Kris Moutinho,"June 14, 2025","Atlanta, Georgia, USA",Brent McKeehan,1,0,25,6,0,0,0,0,win,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,2:37
Jose Ochoa,Cody Durden,"June 14, 2025","Atlanta, Georgia, USA",Kevin MacDonald,1,0,30,9,0,2,0,0,win,Jose Ochoa,Flyweight,KO/TKO Punch,2,0:11
Ricky Simon,Cameron Smotherman,"June 14, 2025","Atlanta, Georgia, USA",Blake Grice,0,0,34,29,3,0,0,0,win,Ricky Simon,Bantamweight,U-DEC,3,5:00
Phil Rowe,Ange Loosa,"June 14, 2025","Atlanta, Georgia, USA",Brent McKeehan,1,1,85,65,0,3,0,0,win,Phil Rowe,Welterweight,KO/TKO Punches,3,4:03
Jamey-Lyn Horth,Vanessa Demopoulos,"June 14, 2025","Atlanta, Georgia, USA",Nate Mann,0,0,101,36,2,0,0,0,win,Jamey-Lyn Horth,Women's Flyweight,U-DEC,3,5:00
Merab Dvalishvili,Sean O'Malley,"June 07, 2025","Newark, New Jersey, USA",Jason Herzog,0,0,52,31,5,0,1,0,win,Merab Dvalishvili,Bantamweight,SUB Guillotine Choke,3,4:42
Kayla Harrison,Julianna Pena,"June 07, 2025","Newark, New Jersey, USA",Vitor Ribeiro,0,0,30,9,2,0,1,0,win,Kayla Harrison,Women's Bantamweight,SUB Kimura,2,4:55
Joe Pyfer,Kelvin Gastelum,"June 07, 2025","Newark, New Jersey, USA",Mike Beltran,2,0,57,33,1,0,0,0,win,Joe Pyfer,Middleweight,U-DEC,3,5:00
Mario Bautista,Patchy Mix,"June 07, 2025","Newark, New Jersey, USA",Keith Peterson,0,0,173,122,0,0,0,0,win,Mario Bautista,Bantamweight,U-DEC,3,5:00
Kevin Holland,Vicente Luque,"June 07, 2025","Newark, New Jersey, USA",Keith Peterson,0,0,40,24,1,0,1,0,win,Kevin Holland,Welterweight,SUB Anaconda Choke,2,1:03
Joshua Van,Bruno Silva,"June 07, 2025","Newark, New Jersey, USA",Vitor Ribeiro,3,0,125,76,0,1,0,0,win,Joshua Van,Flyweight,KO/TKO Punches,3,4:01
Azamat Murzakanov,Brendson Ribeiro,"June 07, 2025","Newark, New Jersey, USA",Mike Beltran,1,0,27,8,0,0,0,0,win,Azamat Murzakanov,Light Heavyweight,KO/TKO Punches,1,3:25
